,,,,,0,1,2
Extensive,1574,30,5,10,25.50000000000001,25.5,0.034999847412109375
Peleg,1574,30,5,10,68.76159999999997,0.0,0.05064129829406738
Carr,1574,30,5,10,25.500000000000092,0.0,6.97608757019043
Extensive,1575,30,5,20,26.24999999999997,26.24999999999997,0.03699994087219238
Peleg,1575,30,5,20,86.82426666666659,0.0,0.04212236404418945
Carr,1575,30,5,20,26.250000000000238,0.0,109.07002329826355
Extensive,1576,30,5,40,26.124999999999936,25.374999999999968,0.06700015068054199
Peleg,1576,30,5,40,89.6062287037037,0.0,0.16510987281799316
Carr,1576,30,5,40,27.024999999999533,0.0,2278.356064558029
Extensive,1577,30,5,5,23.800000000000004,23.8,0.026000022888183594
Peleg,1577,30,5,5,104.19093333333332,0.0,0.004000186920166016
Carr,1577,30,5,5,23.799999999999947,0.0,0.9507980346679688
Extensive,1578,30,5,10,26.300000000000015,25.300000000000004,0.0560002326965332
Peleg,1578,30,5,10,63.03146666666664,0.0,0.0070073604583740234
Carr,1578,30,5,10,27.800000000000125,0.0,1.995638132095337
Extensive,1579,30,5,20,24.349999999999977,24.349999999999977,0.042999982833862305
Peleg,1579,30,5,20,79.07209999999993,0.0,0.03746914863586426
Carr,1579,30,5,20,24.35000000000021,0.0,77.39904832839966
